,问卷编号,调查员,民族,政治面貌,年级,您觉得自己是个典型的中国人吗,与世界其他国家的人相比中国人有自己的特点吗,v1,v2,v3,v4,你是否了解重活民族的传统节日,v5,您觉得中国怎么样,您认为中国有多少值得自豪的地方,您认为世界有多少比例的人尊重中国,对您而言作为一名中国人有多重要,会以中国人自豪吗,会隐瞒身份吗,会打多少分,国歌升起,世博会,中国传统文化,发展信心,你会为中国运动员呐喊助威,遇到灾难时中国人应该伸出援手,你愿意加入其他国籍吗,中国人要为祖国统一奋斗吗
584,541.0,郑盼,汉族,团员,大三,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,比较了解,挺好,很多,较多比例,比较重要,有些,可能会,六十到八十,感到非常激动,比较好,富有内涵，意义深刻,担忧不好说,大多数情况下会,不赞同,其他,赞同
585,542.0,郑盼,壮族,党员,大三,可以算,较有特点,同意,同意,同意,完全同意,完全了解,完全了解,十分棒,很多,较多比例,一般般,无所谓,可能会,六十到八十,比较激动,比较好,富有内涵，意义深刻,担忧不好说,大多数情况下会,赞同,做外籍华人,很赞同
586,543.0,郑盼,汉族,团员,大二,不太算,较有特点,完全同意,完全同意,同意,有点同意,比较了解,不太了解,挺好,有一些,不多的比例,比较重要,会,绝对不会,六十到八十,一般,一般,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,赞同
587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,332.0,马子越,回族,团员,大一,不太算,毫无特点,同意,不同意,有点同意,不同意,完全了解,完全不了解,较差,有一些,不多的比例,一般般,有些,可能会,四十到六十,没感觉,一般,比较肯定,担忧不好说,大多数情况下会,赞同,不加入,赞同
589,333.0,马子越,汉族,团员,大三,一般般,毫无特点,有点同意,不同意,同意,同意,不太了解,比较了解,很差劲,很少,不多的比例,比较重要,不太会,很可能不会,四十到六十,没感觉,一般,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,毫不犹豫加入,很不赞同
590,334.0,马子越,汉族,党员,大二,不太算,较无特点,完全不同意,有点同意,同意,有点同意,比较了解,不太了解,很差劲,有一些,不多的比例,比较重要,无所谓,也许会也许不会,六十到八十,一般,一般,富有内涵，意义深刻,担忧不好说,绝对不会,不赞同,做外籍华人,不赞同
591,335.0,马子越,汉族,团员,大四,一般般,毫无特点,同意,不同意,完全不同意,有点同意,完全不了解,比较了解,较差,特别少,大多数比例,毫不重要,无所谓,很可能不会,四十到六十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,不一定,毫不犹豫加入,赞同
592,336.0,马子越,汉族,党员,大二,可以算,较有特点,同意,同意,同意,同意,完全了解,完全了解,挺好,很多,大多数比例,比较重要,有些,一定会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,不一定,毫不犹豫加入,很赞同
593,337.0,马子越,汉族,团员,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,挺好,很多,大多数比例,十分重要,会,一定会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,其他,很赞同
594,338.0,马子越,蒙古族,团员,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,挺好,很多,大多数比例,比较重要,有些,可能会,八十到一百,感到非常激动,比较好,富有内涵，意义深刻,不清楚,大多数情况下会,不一定,做外籍华人,很赞同
595,339.0,马子越,藏族,团员,大二,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,挺好,很多,大多数比例,比较重要,会,一定会,八十到一百,比较激动,比较好,富有内涵，意义深刻,担忧不好说,大多数情况下会,不一定,做外籍华人,很赞同
596,340.0,马子越,维吾尔族,团员,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,十分棒,特别多,大多数比例,比较重要,有些,可能会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,做外籍华人,很赞同
597,341.0,马子越,回族,团员,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,挺好,很多,大多数比例,比较重要,有些,可能会,八十到一百,没感觉,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,很赞同
598,342.0,马子越,汉族,团员,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,挺好,很多,较多比例,比较重要,有些,也许会也许不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,做外籍华人,很赞同
599,343.0,马子越,汉族,团员,大一,完全是,非常有特点,同意,同意,同意,同意,比较了解,比较了解,一般般,特别多,大多数比例,比较重要,有些,可能会,四十到六十,感到非常激动,比较好,富有内涵，意义深刻,担忧不好说,大多数情况下会,不一定,其他,不一定
600,344.0,马子越,汉族,群众,大一,可以算,较有特点,同意,同意,同意,完全同意,完全了解,完全了解,挺好,很多,较多比例,比较重要,会,也许会也许不会,六十到八十,感到非常激动,比较好,古板，跟不上潮流,担忧不好说,大多数情况下会,赞同,其他,赞同
601,345.0,马子越,汉族,团员,大一,完全是,非常有特点,同意,同意,同意,同意,完全了解,比较了解,挺好,有一些,大多数比例,一般般,有些,也许会也许不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,其他,很赞同
602,346.0,马子越,满族,团员,大一,完全是,较有特点,同意,完全同意,同意,完全同意,完全了解,完全不了解,挺好,很多,大多数比例,比较重要,无所谓,也许会也许不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,做外籍华人,赞同
603,347.0,马子越,白族,团员,大一,完全是,较有特点,完全同意,同意,同意,同意,完全了解,完全了解,挺好,很多,大多数比例,比较重要,无所谓,可能会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,不一定,其他,很赞同
604,348.0,马子越,维吾尔族,团员,大一,完全不是,较无特点,有点同意,完全不同意,不同意,有点同意,完全不了解,完全了解,挺好,很多,大多数比例,比较重要,有些,可能会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,绝对不会,不一定,做外籍华人,不一定
605,349.0,马子越,汉族,团员,大二,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,挺好,很多,大多数比例,比较重要,有些,可能会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,不一定,其他,不一定
606,350.0,马子越,苗族,团员,大一,一般般,较有特点,同意,同意,同意,同意,完全了解,完全了解,挺好,很多,大多数比例,比较重要,有些,也许会也许不会,四十到六十,比较激动,比较好,富有内涵，意义深刻,很有信心,肯定会,赞同,做外籍华人,很赞同
607,351.0,马子越,汉族,团员,大一,完全是,非常有特点,完全同意,完全同意,完全不同意,有点同意,完全不了解,完全不了解,一般般,有一些,较多比例,十分重要,会,一定会,八十到一百,没感觉,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,毫不犹豫加入,不一定
608,352.0,马子越,汉族,团员,大二,完全是,非常有特点,完全同意,同意,完全同意,完全同意,完全了解,完全了解,十分棒,很多,大多数比例,比较重要,会,可能会,六十到八十,比较激动,感到自豪,比较肯定,不清楚,绝对不会,很赞同,毫不犹豫加入,不一定
609,353.0,马子越,维吾尔族,群众,大一,可以算,较有特点,同意,同意,同意,同意,完全了解,完全了解,挺好,很多,大多数比例,比较重要,有些,可能会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,不一定,其他,赞同
610,353.0,马子越,回族,团员,大二,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,挺好,特别多,大多数比例,十分重要,有些,一定会,六十到八十,比较激动,比较好,比较肯定,担忧不好说,不一定,很赞同,做外籍华人,很赞同
611,354.0,马子越,回族,群众,大一,可以算,较有特点,同意,同意,同意,同意,完全了解,完全了解,挺好,有一些,较多比例,一般般,无所谓,很可能不会,零到二十,一般,比较好,富有内涵，意义深刻,不清楚,不一定,不一定,其他,赞同
612,355.0,马子越,汉族,团员,大三,完全是,非常有特点,完全同意,完全同意,同意,完全同意,完全了解,完全了解,十分棒,很多,较多比例,比较重要,无所谓,可能会,四十到六十,感到非常激动,比较好,富有内涵，意义深刻,担忧不好说,绝对不会,很赞同,做外籍华人,很赞同
613,356.0,马子越,汉族,团员,大一,完全是,非常有特点,完全同意,同意,完全同意,同意,完全了解,完全了解,挺好,有一些,大多数比例,比较重要,有些,也许会也许不会,六十到八十,感到非常激动,比较好,富有内涵，意义深刻,很有信心,肯定会,赞同,做外籍华人,赞同
614,357.0,马子越,蒙古族,团员,大一,完全是,非常有特点,完全同意,同意,完全同意,同意,完全了解,完全了解,挺好,特别多,较多比例,一般般,无所谓,一定会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,很赞同,做外籍华人,很赞同
615,358.0,马子越,汉族,团员,大三,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,完全了解,完全了解,挺好,有一些,较多比例,一般般,有些,也许会也许不会,四十到六十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,做外籍华人,赞同
616,359.0,马子越,维吾尔族,团员,大三,完全是,非常有特点,完全同意,完全同意,同意,同意,完全了解,完全了解,挺好,很多,大多数比例,比较重要,无所谓,可能会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,担忧不好说,大多数情况下会,赞同,做外籍华人,很赞同
617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,599.0,庞丽梅,汉族,团员,大二,完全是,非常有特点,完全同意,完全同意,完全同意,同意,比较了解,不太了解,挺好,有一些,大多数比例,十分重要,会,绝对不会,六十到八十,一般,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,很赞同
619,600.0,庞丽梅,维吾尔族,团员,大四,一般般,非常有特点,完全同意,完全同意,同意,完全同意,比较了解,比较了解,挺好,很多,较多比例,十分重要,会,很可能不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,做外籍华人,赞同
620,601.0,庞丽梅,汉族,团员,大二,完全是,较有特点,完全同意,完全同意,同意,完全同意,完全了解,比较了解,十分棒,特别多,较多比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
621,602.0,庞丽梅,维吾尔族,党员,大三,一般般,较有特点,同意,完全不同意,完全不同意,完全不同意,不太了解,不太了解,挺好,很多,较多比例,一般般,有些,可能会,四十到六十,比较激动,比较好,富有内涵，意义深刻,担忧不好说,大多数情况下会,不一定,做外籍华人,不一定
622,603.0,庞丽梅,维吾尔族,党员,大三,可以算,较有特点,同意,同意,有点同意,同意,比较了解,不太了解,一般般,很多,较多比例,比较重要,有些,绝对不会,六十到八十,一般,比较好,比较肯定,不清楚,不一定,赞同,其他,赞同
623,604.0,庞丽梅,维吾尔族,团员,大三,完全是,非常有特点,完全同意,完全同意,完全同意,同意,比较了解,比较了解,十分棒,特别多,较多比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
624,605.0,庞丽梅,维吾尔族,团员,大三,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,比较了解,比较了解,十分棒,特别多,大多数比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
625,606.0,庞丽梅,维吾尔族,团员,大三,完全是,较有特点,同意,完全同意,同意,完全同意,不太了解,完全了解,挺好,很多,较多比例,十分重要,会,绝对不会,六十到八十,没感觉,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,不加入,赞同
626,607.0,庞丽梅,哈萨克族,党员,大三,不太算,一般般,同意,同意,不同意,同意,不太了解,不太了解,挺好,有一些,不多的比例,一般般,会,绝对不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,不清楚,肯定会,很赞同,其他,赞同
627,608.0,庞丽梅,回族,党员,大三,不太算,较有特点,同意,同意,同意,不同意,比较了解,比较了解,一般般,有一些,较多比例,十分重要,会,绝对不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,其他,很赞同
